Source	Target	Type	Id	Label	timeset	Weight
boazvillas	wba	Directed	19096			1
boazvillas	RT @SkySportsNews: BREAKING: @WBA have sacked manager Tony Pulis #ssn https://t.co/nWiNfVSQ9M	Directed	19097			2
boazvillas	skysportsnews	Directed	19098			1
tom_langford27	oddsbible	Directed	19100			1
tom_langford27	"RT @ODDSbible: West Brom have sacked Tony Pulis

One of his best highlights was locking up Saido Berahino during the transfer window...

(🎥…"	Directed	19101			1
nomanlikeme14	conteholic	Directed	19102			1
nomanlikeme14	RT @Conteholic: Tony Pulis has been sacked by Eden Hazard. More to follow.	Directed	19103			1
jong6615	djthommie	Directed	19104			1
jong6615	"RT @djthommie: WELL.. That's stّrong enouًgh
#4cornerًs
Al Porterّ
Tonyٍ Pulis

https://t.co/J4gqd7DRj0"	Directed	19105			1
ethanguy185	wba	Directed	19106			1
ethanguy185	RT @SkySportsNews: BREAKING: @WBA have sacked manager Tony Pulis #ssn https://t.co/nWiNfVSQ9M	Directed	19107			2
ethanguy185	skysportsnews	Directed	19108			1
itanifcb	brfootball	Directed	19110			1
itanifcb	RT @brfootball: BREAKING: West Brom have sacked head coach Tony Pulis with the club 17th in the Premier League https://t.co/GX8dyYoh39	Directed	19111			1
rob_holyland	rorysmith	Directed	19112			1
rob_holyland	RT @RorySmith: Farewell, Tony Pulis. If God had wanted us to play football on the ground, he wouldn’t have invented the sky.	Directed	19113			1
mild_rethm	djthommie	Directed	19114			1
mild_rethm	"RT @djthommie: WELL.. That's stّrong enouًgh
#4cornerًs
Al Porterّ
Tonyٍ Pulis

https://t.co/J4gqd7DRj0"	Directed	19115			1
djthommie	djthommie	Directed	19116			1
djthommie	"WELL.. That's stّrong enouًgh
#4cornerًs
Al Porterّ
Tonyٍ Pulis

https://t.co/J4gqd7DRj0"	Directed	19117			1
arcjef	djthommie	Directed	19118			1
arcjef	"RT @djthommie: WELL.. That's stّrong enouًgh
#4cornerًs
Al Porterّ
Tonyٍ Pulis

https://t.co/J4gqd7DRj0"	Directed	19119			1
shreyesshekhar	rorysmith	Directed	19120			1
shreyesshekhar	RT @RorySmith: Farewell, Tony Pulis. If God had wanted us to play football on the ground, he wouldn’t have invented the sky.	Directed	19121			1
ahly_rowida	premierleague	Directed	19122			1
ahly_rowida	"RT @premierleague: West Brom have announced the departure of Tony Pulis

More ➡️ https://t.co/WVqniOknbR https://t.co/iTM3UPO3hF"	Directed	19123			1
arisetoinspire	arisetoinspire	Directed	19124			2
arisetoinspire	West Brom sacks head coach Tony Pulis https://t.co/SSvvdWSj8l via @ArisetoInspire	Directed	19125			1
arisetoinspire	West Bromwich Albion have sacked head coach Tony Pulis. A statement by the club Chairman John Williams read: “Thes https://t.co/SSvvdWSj8l	Directed	19127			1
chrisbrown134	oldbob1944	Directed	19128			1
chrisbrown134	RT @oldbob1944: Sad to see a Hard Brexit manager like Tony Pulis go. Another foreign chairman sacks a British manager. They will probably g…	Directed	19129			1
chrisbrown134	wba	Directed	19130			1
chrisbrown134	RT @GaryLineker: Tony Pulis has been sacked by @WBA. Looking around at those available the best man to help them stay up could well be....T…	Directed	19131			2
chrisbrown134	garylineker	Directed	19132			1
joeygallup	nbcs	Directed	19134			1
joeygallup	RT @MenInBlazers: Like Billy Joel (pronounced Joe-el) said, Only The Good Die Young. Tony Pulis is out at WBA and MIB SHOW IS BACK on @NBCS…	Directed	19135			2
meninblazers	meninblazers	Directed	19136			1
meninblazers	Like Billy Joel (pronounced Joe-el) said, Only The Good Die Young. Tony Pulis is out at WBA and MIB SHOW IS BACK on… https://t.co/OpqInwkU70	Directed	19137			1
joeygallup	meninblazers	Directed	19138			1
mattywwfc	wba	Directed	19140			1
mattywwfc	RT @GaryLineker: Tony Pulis has been sacked by @WBA. Looking around at those available the best man to help them stay up could well be....T…	Directed	19141			2
mattywwfc	garylineker	Directed	19142			1
mersey_blue	jimwhite	Directed	19144			1
mersey_blue	RT @JimWhite: Tony Pulis sacked by @WBA	Directed	19145			2
mersey_blue	wba	Directed	19146			1
properlagosboy	skysportsstatto	Directed	19148			1
properlagosboy	"RT @SkySportsStatto: Tony Pulis has left West Brom after almost 3 years in charge, with a record of:
P106 W31 D31 L44
Scored less than a go…"	Directed	19149			1
properlagosboy	rorysmith	Directed	19150			1
properlagosboy	RT @RorySmith: Farewell, Tony Pulis. If God had wanted us to play football on the ground, he wouldn’t have invented the sky.	Directed	19151			1
properlagosboy	paddypower	Directed	19152			1
properlagosboy	"RT @paddypower: West Brom fans didn't like the football he played. 

But my God, Tony Pulis looked a million dollars in a tracksuit and box…"	Directed	19153			1
noticiaaldia	noticiaaldia	Directed	19154			1
noticiaaldia	“Salo” Rondón se queda sin técnico: Tony Pulis deja el banquillo del WBA https://t.co/4ELgRi0AsZ	Directed	19155			1
sgtstockport	paddypower	Directed	19156			1
sgtstockport	RT @paddypower: West Brom sack Tony Pulis. He leaves the club with a win ratio of 31% and two thousand pounds' worth of clothing from the c…	Directed	19157			1
kstandutd	kstandutd	Directed	19158			1
kstandutd	I love it when a plan comes together... Everton in relegation trouble, Tony Pulis is a skilled escapologist. Everto… https://t.co/dOUNbYeFXu	Directed	19159			1
jayahilton	paddypower	Directed	19160			1
jayahilton	RT @paddypower: West Brom sack Tony Pulis. He leaves the club with a win ratio of 31% and two thousand pounds' worth of clothing from the c…	Directed	19161			1
clintm29	clintm29	Directed	19162			1
clintm29	"We've not got 👏🏻👏🏻 Tony Pulis!
I'm glad he's gooooooooone #Wba"	Directed	19163			1
news47855360	youtube	Directed	19164			1
news47855360	West Brom sack Tony Pulis as manager after owner joins fans in losing patience: https://t.co/sdh2H4mpCw via @YouTube	Directed	19165			1
smithyyid	wba	Directed	19166			1
smithyyid	RT @GaryLineker: Tony Pulis has been sacked by @WBA. Looking around at those available the best man to help them stay up could well be....T…	Directed	19167			2
smithyyid	garylineker	Directed	19168			1
phil_chambers	rorysmith	Directed	19170			1
phil_chambers	RT @RorySmith: Farewell, Tony Pulis. If God had wanted us to play football on the ground, he wouldn’t have invented the sky.	Directed	19171			1
rulebritaniauk	wba	Directed	19172			1
rulebritaniauk	RT @SkySportsNews: BREAKING: @WBA have sacked manager Tony Pulis #ssn https://t.co/nWiNfVSQ9M	Directed	19173			2
rulebritaniauk	skysportsnews	Directed	19174			1
tamim_cfc	wba	Directed	19176			1
tamim_cfc	"RT @WBA: Club statement on Head Coach Tony Pulis...

#WBA 

https://t.co/Br6CXyHUA0"	Directed	19177			1
fakson	wba	Directed	19178			1
fakson	RT @SkySportsNews: BREAKING: @WBA have sacked manager Tony Pulis #ssn https://t.co/nWiNfVSQ9M	Directed	19179			2
fakson	skysportsnews	Directed	19180			1
marcus04marcu	mrdtafc	Directed	19182			1
marcus04marcu	RT @MrDtAFC: Tony Pulis has been sacked https://t.co/eztDBjzApd	Directed	19183			1
iuliiakarpova22	iuliiakarpova22	Directed	19184			1
iuliiakarpova22	Charles Manson #MondayMotivation #GADome #UniversalChildrensDay Leigh Corfman Tony Pulis #ThanksgivingWeek Jana Nov… https://t.co/fJDorMQCHg	Directed	19185			1
hvqhlpijdidlkn1	iuliiakarpova22	Directed	19186			1
hvqhlpijdidlkn1	RT @iuliiakarpova22: Charles Manson #MondayMotivation #GADome #UniversalChildrensDay Leigh Corfman Tony Pulis #ThanksgivingWeek Jana Novotn…	Directed	19187			1
nataliialarion3	nataliialarion3	Directed	19188			1
nataliialarion3	Charles Manson #MondayMotivation #GADome #UniversalChildrensDay Leigh Corfman Tony Pulis #ThanksgivingWeek Jana Nov… https://t.co/ApmfQCabZt	Directed	19189			1
hvqhlpijdidlkn1	nataliialarion3	Directed	19190			1
hvqhlpijdidlkn1	RT @nataliialarion3: Charles Manson #MondayMotivation #GADome #UniversalChildrensDay Leigh Corfman Tony Pulis #ThanksgivingWeek Jana Novotn…	Directed	19191			1
irinaivanova427	irinaivanova427	Directed	19192			1
irinaivanova427	Charles Manson #MondayMotivation #GADome #UniversalChildrensDay Leigh Corfman Tony Pulis #ThanksgivingWeek Jana Nov… https://t.co/3fBlhGBJR7	Directed	19193			1
hvqhlpijdidlkn1	irinaivanova427	Directed	19194			1
hvqhlpijdidlkn1	RT @irinaivanova427: Charles Manson #MondayMotivation #GADome #UniversalChildrensDay Leigh Corfman Tony Pulis #ThanksgivingWeek Jana Novotn…	Directed	19195			1
filippsobolev91	filippsobolev91	Directed	19196			1
filippsobolev91	Charles Manson #MondayMotivation #GADome #UniversalChildrensDay Leigh Corfman Tony Pulis #ThanksgivingWeek Jana Nov… https://t.co/dBgXOZb0PG	Directed	19197			1
hvqhlpijdidlkn1	filippsobolev91	Directed	19198			1
hvqhlpijdidlkn1	RT @filippsobolev91: Charles Manson #MondayMotivation #GADome #UniversalChildrensDay Leigh Corfman Tony Pulis #ThanksgivingWeek Jana Novotn…	Directed	19199			1
marinagurova994	marinagurova994	Directed	19200			1
marinagurova994	Charles Manson #MondayMotivation #GADome #UniversalChildrensDay Leigh Corfman Tony Pulis #ThanksgivingWeek Jana Nov… https://t.co/y3wDzaxnyE	Directed	19201			1
hvqhlpijdidlkn1	marinagurova994	Directed	19202			1
hvqhlpijdidlkn1	RT @marinagurova994: Charles Manson #MondayMotivation #GADome #UniversalChildrensDay Leigh Corfman Tony Pulis #ThanksgivingWeek Jana Novotn…	Directed	19203			1
tbinj	johncrossmirror	Directed	19204			1
tbinj	RT @johncrossmirror: West Brom sack Tony Pulis - and then probably need to hire Tony Pulis to get them out of the relegation trouble he’s l…	Directed	19205			1
tbinj	tbinj	Directed	19206			1
tbinj	BBC Sport - Tony Pulis: West Brom sack head coach after Chelsea defeat https://t.co/ajzzxnXQ4f	Directed	19207			1
saviocfc	wba	Directed	19208			2
saviocfc	RT @SkySportsNews: BREAKING: @WBA have sacked manager Tony Pulis #ssn https://t.co/nWiNfVSQ9M	Directed	19209			2
saviocfc	skysportsnews	Directed	19210			1
saviocfc	"RT @WBA: Club statement on Head Coach Tony Pulis...

#WBA 

https://t.co/Br6CXyHUA0"	Directed	19213			1
jordantorrestag	hazardchaos	Directed	19214			1
jordantorrestag	RT @HazardChaos: These three got Tony Pulis sacked, pass it on. #CFC https://t.co/2BTUVytEXS	Directed	19215			1
uglybear_	uglybear_	Directed	19216			1
uglybear_	"#mufc https://t.co/WsQjxomgvL 

Jeez these are the contenders at #wba

#craigshakespeare WHO?
#ronaldkoeman… https://t.co/vOXWmBkSKC"	Directed	19217			1
abdullah_abdulk	rorysmith	Directed	19218			1
abdullah_abdulk	RT @RorySmith: Farewell, Tony Pulis. If God had wanted us to play football on the ground, he wouldn’t have invented the sky.	Directed	19219			1
josemourinholic	philekuwem	Directed	19220			1
josemourinholic	RT @PhilEkuwem: Of all the struggling clubs in the PL, WBA are the last team I'd have expected to sack their manager, considering he's Tony…	Directed	19221			1
josemourinholic	442weets	Directed	19222			1
josemourinholic	RT @442weets: Cheer up Tony Pulis , West Ham will be available by February.........	Directed	19223			1
josemourinholic	wba	Directed	19224			1
josemourinholic	"RT @SkySportsNews: WATCH: @WBA sack manager Tony Pulis.

More on #SSN now. https://t.co/Yoo6oIb3N2"	Directed	19225			2
josemourinholic	skysportsnews	Directed	19226			1
josemourinholic	premierleague	Directed	19228			1
josemourinholic	"RT @premierleague: West Brom have announced the departure of Tony Pulis

More ➡️ https://t.co/WVqniOknbR https://t.co/iTM3UPO3hF"	Directed	19229			1
nanaboamah__	wba	Directed	19230			1
nanaboamah__	"RT @WBA: Club statement on Head Coach Tony Pulis...

#WBA 

https://t.co/Br6CXyHUA0"	Directed	19231			1
ash_derby	wba	Directed	19232			1
ash_derby	RT @SkySportsNews: BREAKING: @WBA have sacked manager Tony Pulis #ssn https://t.co/nWiNfVSQ9M	Directed	19233			2
ash_derby	skysportsnews	Directed	19234			1
viewsnetwork	deejayfaremi	Directed	19236			1
viewsnetwork	RT @deejayfaremi: Tony Pulis has been sacked by West Brom. Better now than later, to be fair.	Directed	19237			1
globalsnewsroom	globalsnewsroom	Directed	19238			1
globalsnewsroom	"Gary Megson is in charge at West Bromwich Albion ""until further notice"" after Tony Pulis was sacked as head coach https://t.co/kXttFDPpBd"	Directed	19239			1
mitchellwhite94	wba	Directed	19240			1
mitchellwhite94	RT @GaryLineker: Tony Pulis has been sacked by @WBA. Looking around at those available the best man to help them stay up could well be....T…	Directed	19241			2
mitchellwhite94	garylineker	Directed	19242			1
gen_mekusa	wba	Directed	19244			1
gen_mekusa	RT @SkySportsNews: BREAKING: @WBA have sacked manager Tony Pulis #ssn https://t.co/nWiNfVSQ9M	Directed	19245			2
gen_mekusa	skysportsnews	Directed	19246			1
georgexpickess	wba	Directed	19248			1
georgexpickess	RT @GaryLineker: Tony Pulis has been sacked by @WBA. Looking around at those available the best man to help them stay up could well be....T…	Directed	19249			2
georgexpickess	garylineker	Directed	19250			1
temor13	rorysmith	Directed	19252			1
temor13	RT @RorySmith: Farewell, Tony Pulis. If God had wanted us to play football on the ground, he wouldn’t have invented the sky.	Directed	19253			1
nokasplace	wba	Directed	19254			1
nokasplace	RT @GaryLineker: Tony Pulis has been sacked by @WBA. Looking around at those available the best man to help them stay up could well be....T…	Directed	19255			2
nokasplace	garylineker	Directed	19256			1
geekodeako	billlyjp	Directed	19258			1
geekodeako	RT @BilllyJP: Tony Pulis: coming to a struggling Premier League club near you soon	Directed	19259			1
theolisp	wba	Directed	19260			1
theolisp	RT @GaryLineker: Tony Pulis has been sacked by @WBA. Looking around at those available the best man to help them stay up could well be....T…	Directed	19261			2
theolisp	garylineker	Directed	19262			1
ft9_chelseafc	ft9_chelseafc	Directed	19264			1
ft9_chelseafc	In the past there was The Hawthorns curse on #CFC managers but it seems this time that curse had opposite result. T… https://t.co/1AoK7tbEo9	Directed	19265			1
sam_hussain95	wba	Directed	19266			1
sam_hussain95	RT @GaryLineker: Tony Pulis has been sacked by @WBA. Looking around at those available the best man to help them stay up could well be....T…	Directed	19267			2
sam_hussain95	garylineker	Directed	19268			1
caf_psl	premierleague	Directed	19270			1
caf_psl	"RT @premierleague: West Brom have announced the departure of Tony Pulis

More ➡️ https://t.co/WVqniOknbR https://t.co/iTM3UPO3hF"	Directed	19271			1
hazardchaos	hazardchaos	Directed	19272			1
hazardchaos	These three got Tony Pulis sacked, pass it on. #CFC https://t.co/2BTUVytEXS	Directed	19273			1
basicallyluiz	hazardchaos	Directed	19274			1
basicallyluiz	RT @HazardChaos: These three got Tony Pulis sacked, pass it on. #CFC https://t.co/2BTUVytEXS	Directed	19275			1
tomasezd	wba	Directed	19276			1
tomasezd	"RT @WBA: Club statement on Head Coach Tony Pulis...

#WBA 

https://t.co/Br6CXyHUA0"	Directed	19277			1
postperhour	postperhour	Directed	19278			1
postperhour	Tony Pulis sacked by West Brom with Baggies just a point clear of relegation zone https://t.co/bvVTXtzoo7 https://t.co/TNLR2Ck0Ve	Directed	19279			1
superchipven	superchipven	Directed	19280			1
superchipven	OFICIAL: Tony Pulis es destituido como DT del West Brom. El equipo de Salomón Rondón por ahora no tiene técnico. https://t.co/rI9exmKuKe	Directed	19281			1
ivanfelce	superchipven	Directed	19282			1
ivanfelce	RT @SuperChipVen: OFICIAL: Tony Pulis es destituido como DT del West Brom. El equipo de Salomón Rondón por ahora no tiene técnico. https://…	Directed	19283			1
1900hustlerr	goal	Directed	19284			1
1900hustlerr	RT @goal: BREAKING: Tony Pulis has been sacked as West Brom manager #WBAFC https://t.co/BeHRdDmcWP	Directed	19285			1
itz_hemmyh	itz_hemmyh	Directed	19286			2
itz_hemmyh	West Brom Sack Tony Pulis As Manager https://t.co/kOyMhnBLZb	Directed	19287			1
itz_hemmyh	BREAKING: West Brom sack manager Tony Pulis (ESPN) https://t.co/hP86Jsj7lf	Directed	19289			1
nicholjquinn	wba	Directed	19290			1
nicholjquinn	RT @GaryLineker: Tony Pulis has been sacked by @WBA. Looking around at those available the best man to help them stay up could well be....T…	Directed	19291			2
nicholjquinn	garylineker	Directed	19292			1
noticiasenzulia	noticiasenzulia	Directed	19294			1
noticiasenzulia	“Salo” Rondón se queda sin técnico: Tony Pulis deja el banquillo del WBA https://t.co/HFgjxK6xLw https://t.co/Z6hMrTpDVq	Directed	19295			1
noelmrsaint	wba	Directed	19296			1
noelmrsaint	RT @GaryLineker: Tony Pulis has been sacked by @WBA. Looking around at those available the best man to help them stay up could well be....T…	Directed	19297			2
noelmrsaint	garylineker	Directed	19298			1
akinreads	wba	Directed	19300			1
akinreads	RT @DeadlineDayLive: BREAKING: West Brom have sacked manager Tony Pulis. (Source: @WBA) https://t.co/UIrBkBfHUF	Directed	19301			2
akinreads	deadlinedaylive	Directed	19302			1
bramcastle	rorysmith	Directed	19304			1
bramcastle	RT @RorySmith: Farewell, Tony Pulis. If God had wanted us to play football on the ground, he wouldn’t have invented the sky.	Directed	19305			1
baxtercymru11	rorysmith	Directed	19306			1
baxtercymru11	RT @RorySmith: Farewell, Tony Pulis. If God had wanted us to play football on the ground, he wouldn’t have invented the sky.	Directed	19307			1
malachi3100	malachi3100	Directed	19308			1
malachi3100	Tony Pulis SACKED by West Brom after dreadful run of 10 Premier League games without a victory leaves them hovering… https://t.co/lxaenVQHiW	Directed	19309			1
giantgooner	elspanishgooner	Directed	19310			1
giantgooner	RT @elspanishgooner: Spurs humiliated, the press triggered because of a gif, Tony Pulis sacked. If this is a dream don’t you dare waking me…	Directed	19311			1
josh_orchard	wba	Directed	19312			1
josh_orchard	RT @GaryLineker: Tony Pulis has been sacked by @WBA. Looking around at those available the best man to help them stay up could well be....T…	Directed	19313			2
josh_orchard	garylineker	Directed	19314			1
romfordhammers	wba	Directed	19316			1
romfordhammers	RT @GaryLineker: Tony Pulis has been sacked by @WBA. Looking around at those available the best man to help them stay up could well be....T…	Directed	19317			2
romfordhammers	garylineker	Directed	19318			1
adamharrild	adamharrild	Directed	19320			1
adamharrild	Can not believe Tony Pulis has been sacked, shocking!	Directed	19321			1
at_hand_edwin	rorysmith	Directed	19322			1
at_hand_edwin	RT @RorySmith: Farewell, Tony Pulis. If God had wanted us to play football on the ground, he wouldn’t have invented the sky.	Directed	19323			1
affwallace	footballramble	Directed	19324			1
affwallace	RT @FootballRamble: The tide must be turning as West Brom and Tony Pulis have done the decent thing and got their business done before we r…	Directed	19325			1
xmytwitt3r	paddypower	Directed	19326			1
xmytwitt3r	RT @paddypower: West Brom sack Tony Pulis. He leaves the club with a win ratio of 31% and two thousand pounds' worth of clothing from the c…	Directed	19327			1
povey1997	wba	Directed	19328			1
povey1997	"RT @WBA: Club statement on Head Coach Tony Pulis...

#WBA 

https://t.co/Br6CXyHUA0"	Directed	19329			1
mikemunenejnr	rorysmith	Directed	19330			1
mikemunenejnr	RT @RorySmith: Farewell, Tony Pulis. If God had wanted us to play football on the ground, he wouldn’t have invented the sky.	Directed	19331			1
craiggaiiagher	craiggaiiagher	Directed	19332			1
craiggaiiagher	"West Ham fans now that Tony Pulis is available less than a week after their team hired David Moyes
https://t.co/UwToTMP0S5"	Directed	19333			1
ennewssport	ennewssport	Directed	19334			1
ennewssport	Tony Pulis becomes the fifth manager sacked by Premier League team - https://t.co/M7kPbr1K9Z https://t.co/JzdEEAg1Un #sport #news	Directed	19335			1
aulyafajriina	conteholic	Directed	19336			1
aulyafajriina	RT @Conteholic: Tony Pulis has been sacked by Eden Hazard. More to follow.	Directed	19337			1
gomezkeyz	wba	Directed	19338			1
gomezkeyz	RT @GaryLineker: Tony Pulis has been sacked by @WBA. Looking around at those available the best man to help them stay up could well be....T…	Directed	19339			2
gomezkeyz	garylineker	Directed	19340			1
edhalls1	bethphill_	Directed	19342			1
edhalls1	RT @bethphill_: Tony Pulis, yay or nay? RT after voting.🏴󠁧󠁢󠁷󠁬󠁳󠁿	Directed	19343			1
phislash	rorysmith	Directed	19344			1
phislash	RT @RorySmith: Farewell, Tony Pulis. If God had wanted us to play football on the ground, he wouldn’t have invented the sky.	Directed	19345			1
ethan_henson_	rorysmith	Directed	19346			1
ethan_henson_	RT @RorySmith: Farewell, Tony Pulis. If God had wanted us to play football on the ground, he wouldn’t have invented the sky.	Directed	19347			1
nihaoxiongmao	rorysmith	Directed	19348			1
nihaoxiongmao	RT @RorySmith: Farewell, Tony Pulis. If God had wanted us to play football on the ground, he wouldn’t have invented the sky.	Directed	19349			1
96apc	rangerssanta	Directed	19350			1
96apc	RT @rangerssanta: Let's go for Tony Pulis	Directed	19351			1
isaackwakyeaddo	wba	Directed	19352			1
isaackwakyeaddo	"RT @SkySportsNews: WATCH: @WBA sack manager Tony Pulis.

More on #SSN now. https://t.co/Yoo6oIb3N2"	Directed	19353			2
isaackwakyeaddo	skysportsnews	Directed	19354			1
bob_muriuckey	rorysmith	Directed	19356			1
bob_muriuckey	RT @RorySmith: Farewell, Tony Pulis. If God had wanted us to play football on the ground, he wouldn’t have invented the sky.	Directed	19357			1
billyludlow6	wba	Directed	19358			1
billyludlow6	RT @GaryLineker: Tony Pulis has been sacked by @WBA. Looking around at those available the best man to help them stay up could well be....T…	Directed	19359			2
billyludlow6	garylineker	Directed	19360			1
soedaroy	wba	Directed	19362			1
soedaroy	RT @GaryLineker: Tony Pulis has been sacked by @WBA. Looking around at those available the best man to help them stay up could well be....T…	Directed	19363			2
soedaroy	garylineker	Directed	19364			1
iprathyush	rorysmith	Directed	19366			1
iprathyush	RT @RorySmith: Farewell, Tony Pulis. If God had wanted us to play football on the ground, he wouldn’t have invented the sky.	Directed	19367			1
george61095	george61095	Directed	19368			2
george61095	Think Tony Pulis is unlucky. Understand West Brom's fans frustrations at the football, but with a limited squad and… https://t.co/LBmX0TEvC4	Directed	19369			1
george61095	Had Tony Pulis been available, 100% I'd have taken him over Moyes, and regardless of the Watford result, I'd have a… https://t.co/paGfqMEr7A	Directed	19371			1
i_amtorpee	i_amtorpee	Directed	19372			1
i_amtorpee	Anytym a football club is under performing,The coach will always be d one to be sacrifice for it 👀👀 feel so bad for Tony Pulis 😷😷😷😷	Directed	19373			1
sam__ellis	wba	Directed	19374			1
sam__ellis	RT @SkySportsNews: BREAKING: @WBA have sacked manager Tony Pulis #ssn https://t.co/nWiNfVSQ9M	Directed	19375			2
sam__ellis	skysportsnews	Directed	19376			1
j_mehra02	bbcsport	Directed	19378			1
j_mehra02	"RT @BBCSport: Tony Pulis has been sacked by West Brom. 

Latest 👉 https://t.co/km7djGph9C #wba https://t.co/KHyhUcV9BE"	Directed	19379			1
dokunsworld	wba	Directed	19380			2
dokunsworld	RT @SkySportsNews: BREAKING: @WBA have sacked manager Tony Pulis #ssn https://t.co/nWiNfVSQ9M	Directed	19381			2
dokunsworld	skysportsnews	Directed	19382			1
dokunsworld	RT @GaryLineker: Tony Pulis has been sacked by @WBA. Looking around at those available the best man to help them stay up could well be....T…	Directed	19385			2
dokunsworld	garylineker	Directed	19386			1
michael_kalou	rorysmith	Directed	19388			1
michael_kalou	RT @RorySmith: Farewell, Tony Pulis. If God had wanted us to play football on the ground, he wouldn’t have invented the sky.	Directed	19389			1
paulywoodward	wba	Directed	19390			1
paulywoodward	RT @GaryLineker: Tony Pulis has been sacked by @WBA. Looking around at those available the best man to help them stay up could well be....T…	Directed	19391			2
paulywoodward	garylineker	Directed	19392			1
nyathi_h	wba	Directed	19394			1
nyathi_h	RT @SkySportsNews: BREAKING: @WBA have sacked manager Tony Pulis #ssn https://t.co/nWiNfVSQ9M	Directed	19395			2
nyathi_h	skysportsnews	Directed	19396			1
jakemccall1	wba	Directed	19398			1
jakemccall1	RT @GaryLineker: Tony Pulis has been sacked by @WBA. Looking around at those available the best man to help them stay up could well be....T…	Directed	19399			2
jakemccall1	garylineker	Directed	19400			1
bheaton969ben	wba	Directed	19402			1
bheaton969ben	RT @GaryLineker: Tony Pulis has been sacked by @WBA. Looking around at those available the best man to help them stay up could well be....T…	Directed	19403			2
bheaton969ben	garylineker	Directed	19404			1
fazzmusa	wba	Directed	19406			1
fazzmusa	"RT @WBA: Club statement on Head Coach Tony Pulis...

#WBA 

https://t.co/Br6CXyHUA0"	Directed	19407			1
tmtm_blog	rorysmith	Directed	19408			1
tmtm_blog	RT @RorySmith: Farewell, Tony Pulis. If God had wanted us to play football on the ground, he wouldn’t have invented the sky.	Directed	19409			1
beinsportsusa	wba	Directed	19410			1
beinsportsusa	Struggling @WBA let go of Pulis: https://t.co/MoPSbuih5j 👋	Directed	19411			1
thefalseninefc	beinsportsusa	Directed	19412			1
thefalseninefc	RT @beINSPORTSUSA: Struggling @WBA let go of Pulis: https://t.co/MoPSbuih5j 👋	Directed	19413			2
thefalseninefc	wba	Directed	19414			1
knighting99	knighting99	Directed	19416			1
knighting99	Tony Pulis https://t.co/hDAIkztQUX	Directed	19417			1
gudangjaketbola	gudangjaketbola	Directed	19418			1
gudangjaketbola	West Bromwich Albion Pecat Tony Pulis https://t.co/TZd2DGIJI8	Directed	19419			1
rajasafc	rajasafc	Directed	19420			1
rajasafc	West Bromwich Albion Pecat Tony Pulis https://t.co/ueFBpDw63j	Directed	19421			1
atm_bpn	atm_bpn	Directed	19422			1
atm_bpn	West Bromwich Albion Pecat Tony Pulis https://t.co/72riJ4JHhh	Directed	19423			1
herr__james	premierleague	Directed	19424			1
herr__james	"RT @premierleague: West Brom have announced the departure of Tony Pulis

More ➡️ https://t.co/WVqniOknbR https://t.co/iTM3UPO3hF"	Directed	19425			1
cooter39	wba	Directed	19426			1
cooter39	RT @GaryLineker: Tony Pulis has been sacked by @WBA. Looking around at those available the best man to help them stay up could well be....T…	Directed	19427			2
cooter39	garylineker	Directed	19428			1
r24ahora	r24ahora	Directed	19430			1
r24ahora	“Salo” Rondón se queda sin técnico: Tony Pulis deja el banquillo del WBA https://t.co/pVrC5yxUdR	Directed	19431			1
philweston75	philweston75	Directed	19432			1
philweston75	Think Tony Pulis would be a decent appointment as Wales boss. Will keep us organised and hard to beat. Exactly what… https://t.co/6cFBQxmGtu	Directed	19433			1
rcavv	rorysmith	Directed	19434			1
rcavv	RT @RorySmith: Farewell, Tony Pulis. If God had wanted us to play football on the ground, he wouldn’t have invented the sky.	Directed	19435			1
wolvesfc_latest	wolvesfc_latest	Directed	19436			1
wolvesfc_latest	It won't happen...but these are Wolves boss Nuno's odds to replace Tony Pulis at West Brom https://t.co/LITP5VIJXK	Directed	19437			1
koscielny_id6	koscielny_id6	Directed	19438			1
koscielny_id6	West Bromwich Albion Pecat Tony Pulis https://t.co/MK0JiKqDA1	Directed	19439			1
joewinchcombe	elliothackney	Directed	19440			1
joewinchcombe	RT @ElliotHackney: A great time for us all to enjoy the best Tony Pulis video that has ever existed: https://t.co/v6dOgNZwFO	Directed	19441			1
discoveryfutbol	https	Directed	19442			1
discoveryfutbol	"Tony Pulis consuma su más cruel despedida https://t.co/6akKPg7fGU vía @https://twitter.com/Discoveryfutbol
@WBA #PremierLeague #WestBromwich"	Directed	19443			2
discoveryfutbol	wba	Directed	19444			1
garratt7	wba	Directed	19446			1
garratt7	RT @GaryLineker: Tony Pulis has been sacked by @WBA. Looking around at those available the best man to help them stay up could well be....T…	Directed	19447			2
garratt7	garylineker	Directed	19448			1
a_ri1_o	panditfootball	Directed	19450			1
a_ri1_o	RT @panditfootball: [INFO] Tony Pulis dipecat dari jabatan manajer West Bromwich Albion. Liga Primer keras, Bung!	Directed	19451			1
firminofam	firminofam	Directed	19452			1
firminofam	Tony Pulis is just Mourinho minus the chequebook.	Directed	19453			1
mithisa_motho	firminofam	Directed	19454			1
mithisa_motho	RT @FirminoFam: Tony Pulis is just Mourinho minus the chequebook.	Directed	19455			1
ovoskz	sportzglobal	Directed	19456			1
ovoskz	"RT @SportzGlobal: Tony Pulis has been sacked by West Bromwich Albion.

Owner Guochuan Lai made the decision after witnessing West Brom lose…"	Directed	19457			1
cfarnan	wba	Directed	19458			1
